#multi:
;masa A;;masa B;;masa C;;masa D;;masa E;;masa G;;masa H;;masa I;;masa J;;
t;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;
0,000000E0;6,887467E-5;-4,992589E-5;7,683830E-5;-7,143790E-5;-1,759764E-5;-6,040539E-5;-1,163333E-5;-2,638751E-5;3,665474E-5;-5,219046E-5;8,413881E-5;-3,092791E-5;3,797494E-5;-7,762111E-5;3,815500E-6;8,805000E-6;7,712107E-5;1,127740E-5
6,666222E-2;6,866677E-5;-4,998365E-5;7,688818E-5;-7,140355E-5;-1,753065E-5;-6,039047E-5;-1,149857E-5;-2,640309E-5;3,675962E-5;-5,213220E-5;8,429226E-5;-3,096408E-5;3,796293E-5;-7,754971E-5;3,756800E-6;9,098500E-6;7,715686E-5;1,101981E-5
1,333244E-1;6,870956E-5;-5,008436E-5;7,682579E-5;-7,142585E-5;-1,744762E-5;-6,056206E-5;-1,159127E-5;-2,646826E-5;3,684174E-5;-5,206415E-5;8,426251E-5;-3,097864E-5;3,802503E-5;-7,756480E-5;3,639400E-6;8,992651E-6;7,712400E-5;1,097739E-5
1,999867E-1;6,876100E-5;-5,006769E-5;7,678958E-5;-7,137250E-5;-1,736169E-5;-6,066253E-5;-1,163938E-5;-2,678860E-5;3,688895E-5;-5,192354E-5;8,411198E-5;-3,096256E-5;3,802292E-5;-7,764020E-5;3,639400E-6;8,990940E-6;7,706554E-5;1,084754E-5
2,666489E-1;6,880085E-5;-5,012656E-5;7,676770E-5;-7,140463E-5;-1,740182E-5;-6,070690E-5;-1,165262E-5;-2,667661E-5;3,680486E-5;-5,176348E-5;8,421179E-5;-3,092032E-5;3,813204E-5;-7,721589E-5;3,971219E-6;9,098500E-6;7,698328E-5;1,064981E-5
3,333111E-1;6,868789E-5;-5,008676E-5;7,671100E-5;-7,150384E-5;-1,748499E-5;-6,064063E-5;-1,177765E-5;-2,661787E-5;3,673928E-5;-5,173936E-5;8,432631E-5;-3,081878E-5;3,817360E-5;-7,726847E-5;3,843574E-6;9,039800E-6;7,712031E-5;1,062743E-5
3,999733E-1;6,881725E-5;-5,007189E-5;7,663410E-5;-7,174602E-5;-1,755155E-5;-6,067102E-5;-1,182562E-5;-2,657679E-5;3,686799E-5;-5,179998E-5;8,440821E-5;-3,090283E-5;3,816733E-5;-7,726669E-5;3,859080E-6;9,013711E-6;7,706322E-5;1,077730E-5
4,666356E-1;6,894519E-5;-5,013574E-5;7,661142E-5;-7,183864E-5;-1,755944E-5;-6,064896E-5;-1,183833E-5;-2,657297E-5;3,699762E-5;-5,178559E-5;8,441749E-5;-3,106347E-5;3,822797E-5;-7,727087E-5;3,704279E-6;8,941967E-6;7,704452E-5;1,081358E-5
5,332978E-1;6,906323E-5;-5,023238E-5;7,667679E-5;-7,176709E-5;-1,760187E-5;-6,062817E-5;-1,170138E-5;-2,670751E-5;3,677336E-5;-5,184939E-5;8,441162E-5;-3,109572E-5;3,826147E-5;-7,705127E-5;3,594764E-6;8,866392E-6;7,687544E-5;1,093449E-5
5,999600E-1;6,903206E-5;-5,037797E-5;7,669978E-5;-7,175410E-5;-1,774490E-5;-6,054806E-5;-1,158501E-5;-2,664286E-5;3,660994E-5;-5,181452E-5;8,421644E-5;-3,099846E-5;3,819119E-5;-7,703602E-5;3,392273E-6;8,933806E-6;7,687069E-5;1,096064E-5
