#multi:
;masa A;;masa B;;masa C;;masa D;;
t;x;y;x;y;x;y;x;y;
0,000000E0;2,786692E-5;-4,514432E-5;2,685801E-5;-4,463535E-5;2,832351E-5;-4,394933E-5;2,753030E-5;-4,519900E-5
6,666222E-2;2,781611E-5;-4,511415E-5;2,684371E-5;-4,451945E-5;2,829117E-5;-4,397262E-5;2,753635E-5;-4,519329E-5
1,333244E-1;2,782024E-5;-4,509646E-5;2,681441E-5;-4,447938E-5;2,831645E-5;-4,385098E-5;2,753370E-5;-4,516497E-5
1,999867E-1;2,786265E-5;-4,514066E-5;2,687039E-5;-4,454869E-5;2,850730E-5;-4,385269E-5;2,753970E-5;-4,517199E-5
2,666489E-1;2,783120E-5;-4,513400E-5;2,682770E-5;-4,450785E-5;2,829532E-5;-4,384008E-5;2,758728E-5;-4,515188E-5
3,333111E-1;2,785933E-5;-4,515149E-5;2,686423E-5;-4,453843E-5;2,818818E-5;-4,382081E-5;2,756996E-5;-4,520711E-5
3,999733E-1;2,788259E-5;-4,516329E-5;2,686103E-5;-4,458185E-5;2,827722E-5;-4,395065E-5;2,756826E-5;-4,519333E-5
4,666356E-1;2,797889E-5;-4,518674E-5;2,698094E-5;-4,465061E-5;2,842010E-5;-4,394494E-5;2,768670E-5;-4,529267E-5
5,332978E-1;2,785070E-5;-4,506880E-5;2,686182E-5;-4,451051E-5;2,826336E-5;-4,386957E-5;2,758650E-5;-4,516781E-5
5,999600E-1;2,785358E-5;-4,506858E-5;2,685970E-5;-4,451194E-5;2,839661E-5;-4,395911E-5;2,756806E-5;-4,513227E-5
6,666222E-1;2,788075E-5;-4,505859E-5;2,687391E-5;-4,453819E-5;2,842095E-5;-4,394376E-5;2,757107E-5;-4,517745E-5
7,332844E-1;2,794619E-5;-4,503970E-5;2,693805E-5;-4,450665E-5;2,847094E-5;-4,390435E-5;2,766201E-5;-4,517156E-5
7,999467E-1;2,800147E-5;-4,508058E-5;2,697520E-5;-4,460860E-5;2,847003E-5;-4,392247E-5;2,783609E-5;-4,517959E-5
8,666089E-1;2,799268E-5;-4,505092E-5;2,696907E-5;-4,459433E-5;2,843967E-5;-4,393532E-5;2,776511E-5;-4,514269E-5
9,332711E-1;2,791790E-5;-4,499833E-5;2,690889E-5;-4,456629E-5;2,846285E-5;-4,391184E-5;2,767078E-5;-4,518355E-5
9,999333E-1;2,795780E-5;-4,507465E-5;2,697338E-5;-4,456160E-5;2,825448E-5;-4,385934E-5;2,783546E-5;-4,515463E-5
1,066596E0;2,788295E-5;-4,506042E-5;2,688901E-5;-4,457654E-5;2,840180E-5;-4,394668E-5;2,769489E-5;-4,520194E-5
1,133258E0;2,796681E-5;-4,512060E-5;2,696092E-5;-4,460750E-5;2,838806E-5;-4,396348E-5;2,781385E-5;-4,521050E-5
1,199920E0;2,782328E-5;-4,502197E-5;2,682939E-5;-4,448327E-5;2,837176E-5;-4,392013E-5;2,759359E-5;-4,511491E-5
1,266582E0;2,786945E-5;-4,508572E-5;2,685418E-5;-4,459252E-5;2,826934E-5;-4,399588E-5;2,764113E-5;-4,527373E-5
1,333244E0;2,795732E-5;-4,504912E-5;2,697196E-5;-4,454657E-5;2,839484E-5;-4,395534E-5;2,773927E-5;-4,515882E-5
1,399907E0;2,789755E-5;-4,499555E-5;2,689190E-5;-4,454087E-5;2,841734E-5;-4,392551E-5;2,767626E-5;-4,511680E-5
1,466569E0;2,797599E-5;-4,499019E-5;2,696629E-5;-4,449428E-5;2,839762E-5;-4,384290E-5;2,777025E-5;-4,508907E-5
1,533231E0;2,793473E-5;-4,505762E-5;2,694140E-5;-4,450490E-5;2,835336E-5;-4,386029E-5;2,769021E-5;-4,515977E-5
1,599893E0;2,798050E-5;-4,505379E-5;2,698784E-5;-4,455947E-5;2,841040E-5;-4,394489E-5;2,785205E-5;-4,494932E-5
1,666556E0;2,807747E-5;-4,505292E-5;2,708171E-5;-4,454076E-5;2,851682E-5;-4,393778E-5;2,786210E-5;-4,512166E-5
1,733218E0;2,801397E-5;-4,505534E-5;2,698555E-5;-4,459768E-5;2,849584E-5;-4,393782E-5;2,788449E-5;-4,510491E-5
