;masa A;;;;
t;x;y;v;frame;
0.000000E0;6.451302E-5;4.545895E-5;;0
6.666222E-2;6.456026E-5;4.545082E-5;3.282105E-7;1
1.333244E-1;6.451791E-5;4.541547E-5;2.082554E-7;2
1.999867E-1;6.454983E-5;4.542509E-5;2.640369E-7;3
2.666489E-1;6.455028E-5;4.542931E-5;2.144675E-7;4
3.333111E-1;6.457635E-5;4.541442E-5;5.365776E-7;5
3.999733E-1;6.461640E-5;4.545660E-5;6.260520E-7;6
4.666356E-1;6.459719E-5;4.549525E-5;3.838082E-7;7
5.332978E-1;6.466455E-5;4.543929E-5;6.587102E-7;8
5.999600E-1;6.460920E-5;4.540825E-5;7.349321E-7;9
6.666222E-1;6.456657E-5;4.543871E-5;9.006477E-7;10
7.332844E-1;6.450816E-5;4.547313E-5;4.320561E-7;11
7.999467E-1;6.458836E-5;4.549204E-5;8.050213E-7;12
8.666089E-1;6.460767E-5;4.543292E-5;3.747171E-7;13
9.332711E-1;6.458985E-5;4.544210E-5;5.717687E-7;14
9.999333E-1;6.458408E-5;4.550541E-5;3.380088E-7;15
1.066596E0;6.461665E-5;4.547833E-5;6.942261E-7;16
1.133258E0;6.455933E-5;4.541622E-5;3.777689E-7;17
1.199920E0;6.459878E-5;4.543124E-5;2.465526E-7;18
1.266582E0;6.459204E-5;4.541942E-5;3.988295E-7;19
1.333244E0;6.454573E-5;4.542756E-5;2.772705E-7;20
1.399907E0;6.457756E-5;4.545343E-5;5.226073E-7;21
1.466569E0;6.458989E-5;4.548145E-5;4.165291E-7;22
1.533231E0;6.459397E-5;4.550648E-5;4.100946E-7;23
1.599893E0;6.458766E-5;4.542682E-5;6.481672E-7;24
1.666556E0;6.461898E-5;4.542377E-5;2.763597E-7;25
1.733218E0;6.461819E-5;4.544746E-5;4.820483E-7;26
1.799880E0;6.467789E-5;4.544946E-5;3.536703E-7;27
1.866542E0;6.462827E-5;4.549352E-5;6.050843E-7;28
1.933204E0;6.459763E-5;4.544128E-5;5.948890E-7;29
1.999867E0;6.464330E-5;4.541564E-5;4.518632E-7;30
2.066529E0;6.465629E-5;4.545500E-5;8.758723E-7;31
2.133191E0;6.458498E-5;4.551681E-5;3.334758E-7;32
2.199853E0;6.461532E-5;4.543773E-5;6.738283E-7;33
2.266516E0;6.464377E-5;4.544888E-5;2.853244E-7;34
2.333178E0;6.465299E-5;4.544301E-5;2.050279E-7;35
2.399840E0;6.467074E-5;4.545334E-5;6.936932E-7;36
2.466502E0;6.461802E-5;4.552863E-5;2.391489E-7;37
2.533164E0;6.463899E-5;4.545036E-5;5.491785E-7;38
2.599827E0;6.460152E-5;4.545729E-5;5.730064E-7;39
2.666489E0;6.456345E-5;4.543897E-5;6.774894E-7;40
2.733151E0;6.452533E-5;4.550580E-5;2.002980E-7;41
2.799813E0;6.458150E-5;4.545865E-5;7.459121E-7;42
2.866476E0;6.460948E-5;4.545280E-5;6.616621E-7;43
2.933138E0;6.455062E-5;4.537602E-5;6.358483E-7;44
2.999800E0;6.459299E-5;4.536964E-5;4.660325E-7;45
3.066462E0;6.460226E-5;4.541057E-5;3.958380E-7;46
3.133124E0;6.456809E-5;4.541617E-5;4.417973E-7;47
3.199787E0;6.461344E-5;4.546840E-5;3.422278E-7;48
3.266449E0;6.461272E-5;4.540668E-5;5.031538E-7;49
3.333111E0;6.466761E-5;4.542882E-5;2.539238E-7;50
3.399773E0;6.461373E-5;4.544052E-5;2.501615E-7;51
3.466436E0;6.463434E-5;4.543123E-5;2.266787E-7;52
3.533098E0;6.464197E-5;4.545130E-5;5.018554E-7;53
3.599760E0;6.461505E-5;4.549530E-5;4.666736E-7;54
3.666422E0;6.460411E-5;4.550068E-5;1.888761E-7;55
3.733084E0;6.460027E-5;4.551569E-5;4.701680E-7;56
3.799747E0;6.454617E-5;4.552460E-5;5.374529E-7;57
3.866409E0;6.453242E-5;4.549267E-5;4.410979E-7;58
3.933071E0;6.457680E-5;4.547439E-5;8.512009E-7;59
3.999733E0;6.463301E-5;4.544012E-5;1.008457E-6;60
4.066396E0;6.466670E-5;4.537442E-5;5.858612E-7;61
4.133058E0;6.467755E-5;4.537596E-5;5.869396E-7;62
4.199720E0;6.460597E-5;4.542376E-5;9.717499E-7;63
4.266382E0;6.457720E-5;4.545790E-5;4.065243E-7;64
4.333044E0;6.455183E-5;4.542110E-5;3.872343E-7;65
4.399707E0;6.453396E-5;4.542968E-5;9.334632E-7;66
4.466369E0;6.444605E-5;4.548667E-5;3.811016E-7;67
4.533031E0;6.450340E-5;4.538909E-5;9.933634E-7;68
4.599693E0;6.455348E-5;4.540922E-5;3.605698E-7;69
4.666356E0;6.453842E-5;4.542203E-5;3.628095E-7;70
4.733018E0;6.452660E-5;4.544943E-5;3.434560E-7;71
4.799680E0;6.451956E-5;4.546376E-5;1.404723E-7;72
4.866342E0;6.454506E-5;4.544627E-5;6.758331E-7;73
4.933004E0;6.460518E-5;4.543568E-5;8.105645E-7;74
4.999667E0;6.465200E-5;4.543072E-5;1.923239E-7;75
5.066329E0;6.461575E-5;4.541232E-5;4.494050E-7;76
5.132991E0;6.459284E-5;4.542121E-5;2.304312E-7;77
5.199653E0;6.461600E-5;4.544304E-5;3.661641E-7;78
5.266316E0;6.460945E-5;4.546711E-5;1.063949E-7;79
5.332978E0;6.460467E-5;4.545158E-5;6.486174E-8;80
5.399640E0;6.461012E-5;4.545849E-5;2.932872E-7;81
5.466302E0;6.464208E-5;4.546297E-5;2.003229E-7;82
5.532964E0;6.463283E-5;4.544443E-5;2.228642E-7;83
5.599627E0;6.463670E-5;4.549219E-5;2.207431E-7;84
5.666289E0;6.460766E-5;4.545968E-5;5.575803E-7;85
5.732951E0;6.468608E-5;4.543662E-5;5.539876E-7;86
5.799613E0;6.467632E-5;4.543246E-5;4.379977E-8;87
5.866276E0;6.468025E-5;4.543681E-5;4.158012E-7;88
5.932938E0;6.467567E-5;4.548789E-5;6.188575E-7;89
5.999600E0;6.461301E-5;4.548463E-5;3.998360E-7;90
6.066262E0;6.462826E-5;4.546352E-5;4.834488E-7;91
6.132924E0;6.465399E-5;4.543488E-5;1.762244E-7;92
6.199587E0;6.462479E-5;4.544029E-5;4.782631E-7;93
6.266249E0;6.459192E-5;4.544951E-5;5.321848E-7;94
6.332911E0;6.460449E-5;4.550827E-5;5.379046E-7;95
6.399573E0;6.465815E-5;4.547703E-5;5.863333E-7;96
6.466236E0;6.467580E-5;4.547624E-5;9.298055E-7;97
6.532898E0;6.453902E-5;4.551131E-5;7.902445E-7;98
6.599560E0;6.457595E-5;4.544260E-5;6.991102E-7;99
6.666222E0;6.459847E-5;4.543953E-5;7.172009E-7;100
6.732884E0;6.466706E-5;4.541357E-5;3.494045E-7;101
6.799547E0;6.462454E-5;4.547814E-5;2.050138E-7;102
6.866209E0;6.466432E-5;4.544077E-5;2.357182E-7;103
6.932871E0;6.459935E-5;4.545935E-5;4.560160E-7;104
6.999533E0;6.463125E-5;4.549179E-5;9.540407E-8;105
7.066196E0;6.459162E-5;4.546946E-5;4.702151E-7;106
7.132858E0;6.457561E-5;4.552068E-5;5.909033E-7;107
7.199520E0;6.464159E-5;4.553037E-5;6.971367E-7;108
7.266182E0;6.456075E-5;4.561243E-5;4.060345E-7;109
7.332844E0;6.459661E-5;4.550023E-5;1.179497E-6;110
7.399507E0;6.461420E-5;4.546453E-5;7.206413E-7;111
7.466169E0;6.466567E-5;4.543343E-5;4.799863E-7;112
7.532831E0;6.467797E-5;4.545922E-5;2.593546E-7;113
7.599493E0;6.463110E-5;4.543380E-5;9.545577E-7;114
7.666156E0;6.455705E-5;4.549889E-5;1.210967E-6;115
7.732818E0;6.451734E-5;4.554837E-5;3.168438E-7;116
7.799480E0;6.452173E-5;4.547572E-5;2.804653E-7;117
7.866142E0;6.455322E-5;4.553784E-5;7.103497E-7;118
7.932804E0;6.461640E-5;4.547834E-5;6.781950E-7;119
7.999467E0;6.461773E-5;4.547448E-5;4.319877E-7;120
8.066129E0;6.465089E-5;4.543221E-5;7.620331E-8;121
8.132791E0;6.460911E-5;4.547987E-5;3.609070E-7;122
8.199453E0;6.462460E-5;4.547251E-5;7.440214E-7;123
8.266116E0;6.454441E-5;4.540468E-5;4.281699E-7;124
8.332778E0;6.456798E-5;4.546523E-5;7.989289E-7;125
8.399440E0;6.450566E-5;4.550390E-5;4.011471E-7;126
8.466102E0;6.452509E-5;4.549717E-5;5.043431E-7;127
8.532764E0;6.453674E-5;4.544428E-5;1.604471E-7;128
8.599427E0;6.450369E-5;4.549718E-5;5.071028E-7;129
8.666089E0;6.454322E-5;4.551157E-5;5.940261E-8;130
8.732751E0;6.451130E-5;4.549499E-5;3.533278E-7;131
8.799413E0;6.452882E-5;4.546672E-5;1.018389E-7;132
8.866076E0;6.450284E-5;4.548437E-5;1.205335E-7;133
8.932738E0;6.452657E-5;4.545081E-5;1.822646E-7;134
8.999400E0;6.448231E-5;4.549738E-5;3.378045E-8;135
9.066062E0;6.453057E-5;4.545288E-5;3.650988E-7;136
9.132724E0;6.452145E-5;4.546843E-5;2.904938E-7;137
9.199387E0;6.456925E-5;4.545086E-5;7.647725E-7;138
9.266049E0;6.461236E-5;4.542225E-5;5.226045E-7;139
9.332711E0;6.460794E-5;4.539292E-5;6.399573E-7;140
9.399373E0;6.453308E-5;4.545380E-5;6.483383E-7;141
9.466036E0;6.460529E-5;4.547932E-5;1.626735E-7;142
9.532698E0;6.455476E-5;4.545442E-5;9.509786E-7;143
9.599360E0;6.450027E-5;4.540828E-5;4.263497E-7;144
9.666022E0;6.451896E-5;4.541026E-5;3.809024E-7;145
9.732684E0;6.454576E-5;4.543085E-5;5.034635E-7;146
9.799347E0;6.455612E-5;4.546616E-5;6.039231E-7;147
9.866009E0;6.452642E-5;4.550901E-5;6.424151E-7;148
9.932671E0;6.447721E-5;4.549947E-5;3.666759E-7;149
9.999333E0;6.451405E-5;4.546171E-5;6.586664E-7;150
1.006600E1;6.454458E-5;4.544314E-5;3.799196E-7;151
1.013266E1;6.449502E-5;4.550866E-5;4.431427E-7;152
1.019932E1;6.451619E-5;4.549495E-5;3.001532E-7;153
1.026598E1;6.451937E-5;4.547690E-5;5.824199E-7;154
1.033264E1;6.455920E-5;4.543030E-5;2.943864E-7;155
1.039931E1;6.454141E-5;4.544442E-5;2.501430E-7;156
1.046597E1;6.456898E-5;4.546219E-5;2.513059E-7;157
1.053263E1;6.454953E-5;4.547693E-5;3.992731E-7;158
1.059929E1;6.451601E-5;4.546748E-5;6.846525E-7;159
1.066596E1;6.446103E-5;4.549927E-5;1.665134E-7;160
1.073262E1;6.452862E-5;4.544921E-5;6.903210E-7;161
1.079928E1;6.454634E-5;4.546473E-5;7.502379E-7;162
1.086594E1;6.444001E-5;4.549561E-5;5.559763E-7;163
1.093260E1;6.447541E-5;4.548625E-5;8.002191E-7;164
1.099927E1;6.443422E-5;4.538908E-5;2.473708E-7;165
1.106593E1;6.447259E-5;4.545339E-5;7.637504E-7;166
1.113259E1;6.448443E-5;4.547766E-5;3.874920E-7;167
1.119925E1;6.452070E-5;4.547221E-5;2.420230E-7;168
1.126592E1;6.450915E-5;4.549840E-5;4.033752E-7;169
1.133258E1;6.446706E-5;4.546843E-5;3.223822E-7;170
1.139924E1;6.449865E-5;4.545672E-5;2.381473E-7;171
1.146590E1;6.449795E-5;4.546111E-5;4.241444E-7;172
1.153256E1;6.447134E-5;4.550624E-5;4.285175E-7;173
1.159923E1;6.447628E-5;4.551397E-5;7.116373E-7;174
1.166589E1;6.452884E-5;4.543077E-5;7.056731E-7;175
1.173255E1;6.455941E-5;4.546991E-5;2.263966E-7;176
1.179921E1;6.454807E-5;4.545404E-5;3.637323E-7;177
1.186588E1;6.452808E-5;4.543290E-5;4.829911E-7;178
1.193254E1;6.449498E-5;4.549047E-5;7.658582E-7;179
1.199920E1;6.444746E-5;4.549555E-5;2.899390E-7;180
1.206586E1;6.452107E-5;4.546195E-5;7.594716E-7;181
1.213252E1;6.454871E-5;4.549431E-5;4.022121E-7;182
1.219919E1;6.451158E-5;4.551473E-5;4.038598E-7;183
1.226585E1;6.449493E-5;4.549698E-5;8.632493E-7;184
1.233251E1;6.439668E-5;4.550806E-5;4.079855E-7;185
1.239917E1;6.448586E-5;4.544335E-5;4.741148E-7;186
1.246584E1;6.445088E-5;4.547554E-5;2.980735E-7;187
1.253250E1;6.445504E-5;4.546843E-5;3.915525E-7;188
1.259916E1;6.450279E-5;4.548108E-5;8.101106E-7;189
1.266582E1;6.456046E-5;4.544495E-5;2.960403E-7;190
1.273248E1;6.454104E-5;4.549082E-5;3.000952E-7;191
1.279915E1;6.454282E-5;4.548086E-5;6.544847E-8;192
1.286581E1;6.454700E-5;4.549720E-5;6.008753E-7;193
1.293247E1;6.462288E-5;4.547784E-5;3.522894E-7;194
1.299913E1;6.459349E-5;4.549053E-5;5.310324E-7;195
1.306580E1;6.455209E-5;4.547656E-5;9.950872E-7;196
1.313246E1;6.446641E-5;4.545242E-5;8.872751E-7;197
1.319912E1;6.444010E-5;4.543844E-5;4.305130E-7;198
1.326578E1;6.448655E-5;4.539867E-5;7.107731E-7;199
1.333244E1;6.453304E-5;4.541993E-5;2.132681E-7;200
1.339911E1;6.451494E-5;4.539703E-5;5.920793E-7;201
1.346577E1;6.445456E-5;4.541144E-5;5.488708E-7;202
1.353243E1;6.456325E-5;4.545200E-5;5.650192E-7;203
1.359909E1;6.448736E-5;4.547925E-5;1.106279E-6;204
1.366576E1;6.442081E-5;4.549027E-5;1.919672E-7;205
1.373242E1;6.446310E-5;4.547110E-5;1.987746E-7;206
1.379908E1;6.439444E-5;4.549294E-5;1.781154E-7;207
1.386574E1;6.444894E-5;4.545203E-5;9.076762E-7;208
1.393240E1;6.451449E-5;4.550822E-5;4.207269E-7;209
1.399907E1;6.442999E-5;4.550483E-5;6.826186E-7;210
1.406573E1;6.444856E-5;4.544548E-5;6.123044E-7;211
1.413239E1;6.448685E-5;4.544625E-5;5.985267E-7;212
1.419905E1;6.450639E-5;4.550046E-5;3.826736E-7;213
1.426572E1;6.451186E-5;4.549072E-5;2.200294E-7;214
1.433238E1;6.449924E-5;4.547201E-5;5.517191E-7;215
1.439904E1;6.445465E-5;4.553696E-5;3.870386E-7;216
1.446570E1;6.449073E-5;4.552291E-5;2.721127E-7;217
1.453236E1;6.447171E-5;4.550494E-5;7.308620E-8;218
1.459903E1;6.449888E-5;4.551758E-5;3.249543E-7;219
1.466569E1;6.451326E-5;4.551722E-5;2.544354E-7;220
1.473235E1;6.447933E-5;4.548985E-5;2.196680E-7;221
1.479901E1;6.449263E-5;4.549643E-5;2.519400E-7;222
1.486568E1;6.451077E-5;4.550168E-5;7.434004E-7;223
1.493234E1;6.458739E-5;4.546737E-5;4.825124E-7;224
1.499900E1;6.455334E-5;4.545345E-5;1.984044E-7;225
1.506566E1;6.458276E-5;4.544132E-5;5.052105E-7;226
1.513232E1;6.462068E-5;4.545492E-5;5.842382E-7;227
