#multi:
;masa A;;masa B;;masa C;;masa D;;masa E;;
t;x;y;x;y;x;y;x;y;x;y;
0.000000E0;6.472844E-5;4.592751E-5;6.486556E-5;4.604497E-5;6.487775E-5;4.588651E-5;6.461357E-5;4.589751E-5;6.468943E-5;4.605621E-5
6.666222E-2;6.475225E-5;4.577071E-5;6.488911E-5;4.588795E-5;6.490107E-5;4.572841E-5;6.463792E-5;4.574316E-5;6.471308E-5;4.590213E-5
1.333244E-1;6.471111E-5;4.583508E-5;6.484882E-5;4.595465E-5;6.486120E-5;4.579282E-5;6.459664E-5;4.580448E-5;6.467260E-5;4.596249E-5
1.999867E-1;6.474804E-5;4.584434E-5;6.488465E-5;4.596360E-5;6.489684E-5;4.580355E-5;6.463336E-5;4.581476E-5;6.470880E-5;4.597465E-5
2.666489E-1;6.476238E-5;4.582694E-5;6.489930E-5;4.594548E-5;6.491136E-5;4.578635E-5;6.464770E-5;4.579774E-5;6.472344E-5;4.595547E-5
3.333111E-1;6.473484E-5;4.582171E-5;6.487186E-5;4.594016E-5;6.488361E-5;4.578120E-5;6.462025E-5;4.579205E-5;6.469579E-5;4.595064E-5
3.999733E-1;6.474153E-5;4.577558E-5;6.487880E-5;4.589363E-5;6.489050E-5;4.573500E-5;6.462689E-5;4.574622E-5;6.470238E-5;4.590479E-5
4.666356E-1;6.470590E-5;4.582228E-5;6.484316E-5;4.594013E-5;6.485550E-5;4.578112E-5;6.459153E-5;4.579220E-5;6.466725E-5;4.595039E-5
5.332978E-1;6.474552E-5;4.583717E-5;6.488278E-5;4.595569E-5;6.489461E-5;4.579614E-5;6.463040E-5;4.580724E-5;6.470607E-5;4.596597E-5
5.999600E-1;6.471222E-5;4.581313E-5;6.484948E-5;4.593089E-5;6.486163E-5;4.577217E-5;6.459756E-5;4.578309E-5;6.467312E-5;4.594211E-5
6.666222E-1;6.469816E-5;4.582063E-5;6.483522E-5;4.593883E-5;6.484781E-5;4.577975E-5;6.458317E-5;4.579137E-5;6.465935E-5;4.595006E-5
7.332844E-1;6.471097E-5;4.579831E-5;6.484839E-5;4.591657E-5;6.486028E-5;4.575752E-5;6.459613E-5;4.576850E-5;6.467191E-5;4.592725E-5
7.999467E-1;6.471056E-5;4.581719E-5;6.484731E-5;4.593516E-5;6.486004E-5;4.577596E-5;6.459585E-5;4.578682E-5;6.467152E-5;4.594541E-5
8.666089E-1;6.477707E-5;4.583305E-5;6.491432E-5;4.595153E-5;6.492628E-5;4.579300E-5;6.466223E-5;4.580430E-5;6.473807E-5;4.596296E-5
9.332711E-1;6.476847E-5;4.583070E-5;6.490570E-5;4.594906E-5;6.491758E-5;4.578993E-5;6.465386E-5;4.580130E-5;6.472950E-5;4.595964E-5
9.999333E-1;6.474354E-5;4.579491E-5;6.488089E-5;4.591320E-5;6.489243E-5;4.575413E-5;6.462817E-5;4.576526E-5;6.470374E-5;4.592451E-5
1.066596E0;6.472946E-5;4.576344E-5;6.486667E-5;4.588187E-5;6.487828E-5;4.572248E-5;6.461456E-5;4.573411E-5;6.469057E-5;4.589369E-5
1.133258E0;6.472215E-5;4.578480E-5;6.485962E-5;4.590335E-5;6.487144E-5;4.574406E-5;6.460815E-5;4.575528E-5;6.468359E-5;4.591399E-5
1.199920E0;6.471761E-5;4.592260E-5;6.485483E-5;4.603971E-5;6.486658E-5;4.588021E-5;6.460302E-5;4.589136E-5;6.467859E-5;4.604710E-5
1.266582E0;6.476491E-5;4.588672E-5;6.490226E-5;4.600542E-5;6.491384E-5;4.584554E-5;6.464986E-5;4.585561E-5;6.472564E-5;4.601442E-5
1.333244E0;6.472909E-5;4.586947E-5;6.486575E-5;4.598724E-5;6.487766E-5;4.582846E-5;6.461441E-5;4.584016E-5;6.468949E-5;4.599862E-5
1.399907E0;6.475689E-5;4.586327E-5;6.489458E-5;4.598097E-5;6.490623E-5;4.582205E-5;6.464186E-5;4.583296E-5;6.471793E-5;4.599201E-5
1.466569E0;6.470985E-5;4.585324E-5;6.484708E-5;4.597201E-5;6.485921E-5;4.581283E-5;6.459480E-5;4.582391E-5;6.467054E-5;4.598330E-5
1.533231E0;6.471197E-5;4.585751E-5;6.484947E-5;4.597548E-5;6.486220E-5;4.581689E-5;6.459761E-5;4.582798E-5;6.467368E-5;4.598628E-5
1.599893E0;6.473075E-5;4.575009E-5;6.487233E-5;4.586904E-5;6.488017E-5;4.570868E-5;6.462055E-5;4.572187E-5;6.469627E-5;4.588063E-5
1.666556E0;6.473030E-5;4.574196E-5;6.486989E-5;4.590654E-5;6.488024E-5;4.570112E-5;6.461740E-5;4.575839E-5;6.469338E-5;4.591686E-5
1.733218E0;6.471542E-5;4.575619E-5;6.485196E-5;4.593983E-5;6.486452E-5;4.571461E-5;6.460048E-5;4.579216E-5;6.467607E-5;4.595056E-5
1.799880E0;6.469963E-5;4.581368E-5;6.483642E-5;4.595683E-5;6.484939E-5;4.577248E-5;6.458467E-5;4.580937E-5;6.466080E-5;4.596765E-5
1.866542E0;6.469633E-5;4.582849E-5;6.483308E-5;4.595951E-5;6.484568E-5;4.578738E-5;6.458057E-5;4.581268E-5;6.465673E-5;4.597088E-5
1.933204E0;6.473569E-5;4.578208E-5;6.487294E-5;4.591579E-5;6.488490E-5;4.574062E-5;6.462072E-5;4.576758E-5;6.469648E-5;4.592657E-5
1.999867E0;6.472065E-5;4.584181E-5;6.485727E-5;4.596514E-5;6.486967E-5;4.580120E-5;6.460596E-5;4.581738E-5;6.468172E-5;4.597658E-5
2.066529E0;6.470376E-5;4.584838E-5;6.484056E-5;4.596901E-5;6.485324E-5;4.580733E-5;6.458925E-5;4.582185E-5;6.466475E-5;4.597950E-5
2.133191E0;6.471976E-5;4.579376E-5;6.485720E-5;4.591637E-5;6.486965E-5;4.575287E-5;6.460488E-5;4.576793E-5;6.468090E-5;4.592714E-5
2.199853E0;6.473097E-5;4.581394E-5;6.486801E-5;4.593426E-5;6.487983E-5;4.577268E-5;6.461600E-5;4.578593E-5;6.469142E-5;4.594394E-5
2.266516E0;6.471373E-5;4.582516E-5;6.485112E-5;4.594408E-5;6.486314E-5;4.578426E-5;6.459907E-5;4.579671E-5;6.467509E-5;4.595456E-5
2.333178E0;6.474024E-5;4.583322E-5;6.487707E-5;4.595221E-5;6.488932E-5;4.579246E-5;6.462520E-5;4.580428E-5;6.470055E-5;4.596284E-5
2.399840E0;6.472479E-5;4.580951E-5;6.486177E-5;4.592856E-5;6.487394E-5;4.576851E-5;6.460971E-5;4.577996E-5;6.468527E-5;4.593883E-5
2.466502E0;6.477671E-5;4.581541E-5;6.491376E-5;4.593441E-5;6.492557E-5;4.577438E-5;6.466112E-5;4.578536E-5;6.473627E-5;4.594402E-5
2.533164E0;6.480273E-5;4.581895E-5;6.494226E-5;4.593754E-5;6.495221E-5;4.577843E-5;6.468362E-5;4.579023E-5;6.475908E-5;4.594868E-5
2.599827E0;6.475432E-5;4.581683E-5;6.489064E-5;4.593466E-5;6.490328E-5;4.577610E-5;6.464006E-5;4.578765E-5;6.471497E-5;4.594583E-5
2.666489E0;6.472600E-5;4.585142E-5;6.486316E-5;4.596895E-5;6.487493E-5;4.581073E-5;6.461198E-5;4.582201E-5;6.468759E-5;4.597924E-5
2.733151E0;6.473348E-5;4.574396E-5;6.486923E-5;4.586000E-5;6.488261E-5;4.570403E-5;6.461837E-5;4.571569E-5;6.469381E-5;4.587647E-5
2.799813E0;6.475046E-5;4.569995E-5;6.488670E-5;4.581758E-5;6.489923E-5;4.565972E-5;6.463544E-5;4.567024E-5;6.471078E-5;4.583006E-5
2.866476E0;6.472425E-5;4.579548E-5;6.486140E-5;4.591510E-5;6.487293E-5;4.575427E-5;6.460957E-5;4.576612E-5;6.468491E-5;4.592404E-5
2.933138E0;6.475775E-5;4.578049E-5;6.489483E-5;4.589869E-5;6.490633E-5;4.573976E-5;6.464265E-5;4.575082E-5;6.471831E-5;4.590945E-5
2.999800E0;6.472140E-5;4.577214E-5;6.485904E-5;4.588936E-5;6.487050E-5;4.573142E-5;6.460631E-5;4.574273E-5;6.468229E-5;4.590141E-5
3.066462E0;6.476038E-5;4.577174E-5;6.489760E-5;4.589008E-5;6.490986E-5;4.573019E-5;6.464523E-5;4.574192E-5;6.472077E-5;4.590100E-5
3.133124E0;6.472943E-5;4.579536E-5;6.486665E-5;4.591362E-5;6.487854E-5;4.575445E-5;6.461464E-5;4.576518E-5;6.469031E-5;4.592395E-5
3.199787E0;6.471225E-5;4.583325E-5;6.484930E-5;4.595053E-5;6.486143E-5;4.579178E-5;6.459809E-5;4.580201E-5;6.467429E-5;4.596085E-5
3.266449E0;6.469796E-5;4.583464E-5;6.483479E-5;4.595217E-5;6.484735E-5;4.579308E-5;6.458375E-5;4.580420E-5;6.466002E-5;4.596215E-5
3.333111E0;6.473999E-5;4.586180E-5;6.487720E-5;4.597914E-5;6.488946E-5;4.582085E-5;6.462544E-5;4.583159E-5;6.470123E-5;4.599003E-5
3.399773E0;6.474421E-5;4.581561E-5;6.488157E-5;4.593373E-5;6.489334E-5;4.577476E-5;6.462919E-5;4.578627E-5;6.470501E-5;4.594493E-5
3.466436E0;6.475305E-5;4.580502E-5;6.489044E-5;4.592361E-5;6.490193E-5;4.576494E-5;6.463805E-5;4.577636E-5;6.471418E-5;4.593518E-5
3.533098E0;6.469839E-5;4.578878E-5;6.483617E-5;4.590749E-5;6.484801E-5;4.574778E-5;6.458406E-5;4.575943E-5;6.466024E-5;4.591789E-5
3.599760E0;6.470023E-5;4.580877E-5;6.483762E-5;4.592614E-5;6.484921E-5;4.576796E-5;6.458582E-5;4.577921E-5;6.466164E-5;4.593746E-5
3.666422E0;6.472712E-5;4.579974E-5;6.486438E-5;4.591694E-5;6.487644E-5;4.575923E-5;6.461221E-5;4.577085E-5;6.468768E-5;4.592962E-5
3.733084E0;6.475164E-5;4.579250E-5;6.488858E-5;4.590991E-5;6.490121E-5;4.575182E-5;6.463648E-5;4.576319E-5;6.471228E-5;4.592241E-5
3.799747E0;6.474186E-5;4.580371E-5;6.487886E-5;4.592147E-5;6.489121E-5;4.576327E-5;6.462696E-5;4.577393E-5;6.470303E-5;4.593236E-5
3.866409E0;6.472860E-5;4.579298E-5;6.486511E-5;4.591118E-5;6.487718E-5;4.575174E-5;6.461379E-5;4.576363E-5;6.468869E-5;4.592208E-5
3.933071E0;6.474399E-5;4.580984E-5;6.488048E-5;4.592719E-5;6.489312E-5;4.576892E-5;6.462961E-5;4.578095E-5;6.470473E-5;4.593900E-5
3.999733E0;6.471760E-5;4.583473E-5;6.485481E-5;4.595181E-5;6.486743E-5;4.579317E-5;6.460263E-5;4.580380E-5;6.467869E-5;4.596202E-5
