#multi:
;masa A;;masa B;;masa C;;masa D;;masa E;;masa F;;masa G;;masa H;;masa I;;masa J;;masa K;;masa L;;
t;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;
0,000000E0;1,541103E-5;-1,442138E-5;1,605854E-5;-3,490097E-5;4,290970E-5;-5,134783E-5;9,477099E-5;-5,920592E-5;-8,319158E-7;-8,186422E-5;9,701830E-5;-1,132682E-5;-1,096170E-5;-4,633095E-5;5,534299E-5;-1,003941E-5;4,345333E-5;-5,775794E-6;-1,712630E-5;-6,201336E-5;6,014375E-5;-4,320902E-5;6,298510E-5;-8,734560E-5
6,666222E-2;1,545559E-5;-1,430540E-5;1,596657E-5;-3,495981E-5;4,296322E-5;-5,150418E-5;9,491369E-5;-5,922959E-5;-8,888458E-7;-8,191860E-5;9,702046E-5;-1,131645E-5;-1,097762E-5;-4,643616E-5;5,545004E-5;-1,002018E-5;4,335978E-5;-5,759588E-6;-1,707790E-5;-6,198428E-5;6,011778E-5;-4,321646E-5;6,295092E-5;-8,714947E-5
1,333244E-1;1,543634E-5;-1,429618E-5;1,583066E-5;-3,497266E-5;4,311590E-5;-5,154054E-5;9,506194E-5;-5,942545E-5;-7,988580E-7;-8,190032E-5;9,696339E-5;-1,131293E-5;-1,101671E-5;-4,655162E-5;5,558612E-5;-9,874773E-6;4,339250E-5;-5,773677E-6;-1,701665E-5;-6,192416E-5;6,018164E-5;-4,325606E-5;6,295435E-5;-8,711318E-5
1,999867E-1;1,544400E-5;-1,427681E-5;1,577234E-5;-3,489883E-5;4,321586E-5;-5,142814E-5;9,513260E-5;-5,953209E-5;-8,066359E-7;-8,185946E-5;9,698035E-5;-1,132355E-5;-1,103113E-5;-4,651169E-5;5,563225E-5;-9,956938E-6;4,309349E-5;-5,807531E-6;-1,700741E-5;-6,178445E-5;6,013248E-5;-4,344869E-5;6,299815E-5;-8,713449E-5
2,666489E-1;1,541615E-5;-1,422052E-5;1,570705E-5;-3,495076E-5;4,340192E-5;-5,131955E-5;9,519701E-5;-5,949967E-5;-7,391496E-7;-8,190095E-5;9,699510E-5;-1,131484E-5;-1,110433E-5;-4,653903E-5;5,561039E-5;-9,948406E-6;4,297315E-5;-5,694293E-6;-1,711132E-5;-6,177562E-5;6,013660E-5;-4,339717E-5;6,301302E-5;-8,721340E-5
3,333111E-1;1,534819E-5;-1,426817E-5;1,559639E-5;-3,491876E-5;4,363719E-5;-5,120775E-5;9,521940E-5;-5,936906E-5;-7,915115E-7;-8,189515E-5;9,681318E-5;-1,129936E-5;-1,117969E-5;-4,643666E-5;5,562775E-5;-9,814903E-6;4,298207E-5;-5,634642E-6;-1,708922E-5;-6,182467E-5;6,005152E-5;-4,322561E-5;6,290051E-5;-8,729936E-5
3,999733E-1;1,542719E-5;-1,424361E-5;1,546459E-5;-3,498036E-5;4,379952E-5;-5,133017E-5;9,522566E-5;-5,922518E-5;-8,181817E-7;-8,188076E-5;9,679507E-5;-1,119710E-5;-1,116677E-5;-4,639809E-5;5,559803E-5;-9,672542E-6;4,294305E-5;-5,522467E-6;-1,706795E-5;-6,197335E-5;6,018796E-5;-4,323290E-5;6,285352E-5;-8,736946E-5
4,666356E-1;1,548288E-5;-1,427637E-5;1,544163E-5;-3,498428E-5;4,376615E-5;-5,136287E-5;9,524338E-5;-5,922472E-5;-9,056725E-7;-8,189751E-5;9,690119E-5;-1,119048E-5;-1,114521E-5;-4,641143E-5;5,565237E-5;-9,759304E-6;4,296736E-5;-5,321107E-6;-1,710355E-5;-6,204403E-5;5,983628E-5;-4,333431E-5;6,288354E-5;-8,726799E-5
5,332978E-1;1,556279E-5;-1,426297E-5;1,541036E-5;-3,495529E-5;4,381639E-5;-5,147088E-5;9,538784E-5;-5,902386E-5;-9,119757E-7;-8,182394E-5;9,691876E-5;-1,132321E-5;-1,109289E-5;-4,646674E-5;5,578962E-5;-9,810042E-6;4,293505E-5;-5,109654E-6;-1,710411E-5;-6,204188E-5;5,972308E-5;-4,336645E-5;6,287231E-5;-8,717387E-5
5,999600E-1;1,556664E-5;-1,428084E-5;1,542107E-5;-3,499457E-5;4,388192E-5;-5,146624E-5;9,545079E-5;-5,875945E-5;-8,692816E-7;-8,192791E-5;9,676571E-5;-1,133562E-5;-1,099613E-5;-4,655373E-5;5,592994E-5;-9,779706E-6;4,298075E-5;-5,034339E-6;-1,713795E-5;-6,212763E-5;5,968826E-5;-4,346308E-5;6,274969E-5;-8,715795E-5
