#multi:
;masa A;;masa B;;masa C;;masa D;;masa E;;masa F;;masa G;;masa H;;masa I;;masa J;;masa K;;masa L;;masa M;;masa N;;masa O;;
t;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;
0,000000E0;1,092298E-4;4,024311E-5;9,223236E-5;7,744451E-5;3,379101E-5;5,521626E-5;4,712426E-5;9,490422E-5;6,559515E-5;3,105415E-5;6,435659E-5;8,175667E-5;3,549419E-5;8,866510E-5;5,350606E-5;5,785550E-5;8,561142E-5;4,733613E-5;4,139131E-5;1,524806E-5;1,188011E-4;1,017404E-4;1,283618E-4;1,925174E-5;6,947105E-6;1,042422E-4;1,216961E-4;6,933969E-5;7,011182E-5;1,060157E-4
6,666222E-2;1,093656E-4;4,013349E-5;9,193442E-5;7,756249E-5;3,385351E-5;5,495330E-5;4,705575E-5;9,459717E-5;6,575614E-5;3,095487E-5;6,446430E-5;8,157775E-5;3,516761E-5;8,849471E-5;5,362411E-5;5,769469E-5;8,547850E-5;4,749874E-5;4,150549E-5;1,541957E-5;1,188992E-4;1,016123E-4;1,285334E-4;1,911276E-5;6,837079E-6;1,039909E-4;1,216384E-4;6,927651E-5;7,015339E-5;1,060142E-4
1,333244E-1;1,094327E-4;4,014989E-5;9,186929E-5;7,749561E-5;3,394110E-5;5,477976E-5;4,702462E-5;9,462605E-5;6,579006E-5;3,098496E-5;6,437044E-5;8,155587E-5;3,521799E-5;8,841491E-5;5,370085E-5;5,760006E-5;8,552856E-5;4,747709E-5;4,149863E-5;1,552937E-5;1,188430E-4;1,016965E-4;1,285498E-4;1,894337E-5;6,857007E-6;1,040648E-4;1,214970E-4;6,911897E-5;7,022190E-5;1,059878E-4
1,999867E-1;1,094050E-4;3,999805E-5;9,202210E-5;7,752593E-5;3,393503E-5;5,461338E-5;4,711468E-5;9,466811E-5;6,581099E-5;3,095467E-5;6,448073E-5;8,142848E-5;3,533036E-5;8,832908E-5;5,377244E-5;5,760800E-5;8,554295E-5;4,749833E-5;4,169145E-5;1,553594E-5;1,188058E-4;1,017559E-4;1,286051E-4;1,892507E-5;6,790980E-6;1,040793E-4;1,216164E-4;6,887700E-5;7,010164E-5;1,059845E-4
2,666489E-1;1,094406E-4;3,983634E-5;9,204895E-5;7,755379E-5;3,397272E-5;5,465278E-5;4,714137E-5;9,475899E-5;6,570672E-5;3,103209E-5;6,452889E-5;8,134141E-5;3,543878E-5;8,821185E-5;5,381281E-5;5,770095E-5;8,552706E-5;4,743028E-5;4,194025E-5;1,545822E-5;1,187597E-4;1,017577E-4;1,285464E-4;1,875403E-5;6,818446E-6;1,040620E-4;1,218992E-4;6,889409E-5;6,990781E-5;1,060079E-4
3,333111E-1;1,094596E-4;3,978379E-5;9,218222E-5;7,770162E-5;3,402691E-5;5,474745E-5;4,702153E-5;9,476279E-5;6,566624E-5;3,098547E-5;6,451218E-5;8,133775E-5;3,540834E-5;8,827386E-5;5,369529E-5;5,779694E-5;8,554191E-5;4,746857E-5;4,196749E-5;1,546212E-5;1,187325E-4;1,017383E-4;1,286650E-4;1,865219E-5;6,738152E-6;1,040988E-4;1,217152E-4;6,892993E-5;6,987996E-5;1,060910E-4
3,999733E-1;1,093442E-4;3,986590E-5;9,221881E-5;7,765227E-5;3,393425E-5;5,481565E-5;4,700800E-5;9,484349E-5;6,571602E-5;3,091260E-5;6,451523E-5;8,127519E-5;3,543412E-5;8,816592E-5;5,368623E-5;5,784868E-5;8,554228E-5;4,745311E-5;4,206750E-5;1,550839E-5;1,187005E-4;1,017310E-4;1,287020E-4;1,858296E-5;6,636142E-6;1,040089E-4;1,217351E-4;6,896152E-5;6,997576E-5;1,059769E-4
4,666356E-1;1,092527E-4;3,991536E-5;9,221072E-5;7,770472E-5;3,383636E-5;5,477214E-5;4,702527E-5;9,476128E-5;6,575369E-5;3,097046E-5;6,451790E-5;8,125774E-5;3,563662E-5;8,826183E-5;5,358161E-5;5,780974E-5;8,551946E-5;4,745151E-5;4,202145E-5;1,561774E-5;1,187285E-4;1,017700E-4;1,289495E-4;1,852137E-5;6,670969E-6;1,039218E-4;1,216758E-4;6,899482E-5;7,002331E-5;1,059327E-4
5,332978E-1;1,093442E-4;3,972906E-5;9,237649E-5;7,770997E-5;3,386715E-5;5,479626E-5;4,715462E-5;9,469567E-5;6,562250E-5;3,103237E-5;6,453404E-5;8,127006E-5;3,567668E-5;8,841889E-5;5,355191E-5;5,782003E-5;8,554415E-5;4,746936E-5;4,213064E-5;1,567105E-5;1,187953E-4;1,016988E-4;1,289375E-4;1,846552E-5;6,727650E-6;1,039631E-4;1,217197E-4;6,905487E-5;6,993059E-5;1,061316E-4
5,999600E-1;1,093188E-4;3,989985E-5;9,243866E-5;7,786473E-5;3,386497E-5;5,483121E-5;4,709244E-5;9,461534E-5;6,565145E-5;3,092583E-5;6,465441E-5;8,125327E-5;3,564087E-5;8,847316E-5;5,353914E-5;5,781245E-5;8,547455E-5;4,739760E-5;4,214417E-5;1,581175E-5;1,188302E-4;1,017181E-4;1,288738E-4;1,837738E-5;6,713798E-6;1,041170E-4;1,215526E-4;6,916576E-5;6,998405E-5;1,060542E-4
