Optical Power Monitor 4.1.4204.742

Power Meter;PM16-130
Power Meter SN;15122110
Sensor;
Sensor SN;
Sensor Type;
Wavelength;660 nm
Range;Auto;range changed during the measurement.

Start of Measurement;9/19/2025 16:20:45
Elapsed Time;00:01:04:258
Samples;1060

--Statistics--
Minimum [W];2,5862E-09
Maximum [W];0,00013481
Mean [W];8,3877E-05
Standard Deviation [W];5,0699E-05
Ratio;52127,387 : 1

--Graph Data--
Time (ms);Power (W)
35605,648;0,00012436
35665,648;0,00012435
35726,199;0,0001246
35786,199;0,00012468
35845,878;0,00012457
35905,878;0,0001244
35966,524;0,00012425
36026,524;0,00012418
36086,204;0,00012419
36146,204;0,00012412
36205,882;0,000124
36265,882;0,00012406
36325,561;0,00012409
36385,561;0,0001239
36445,283;0,00012362
36505,283;0,00012347
36564,954;0,00012346
36624,954;0,00012344
36685,597;0,0001235
36745,597;0,00012357
36805,276;0,00012352
36865,276;0,00012346
36924,957;0,00012358
36984,957;0,00012385
37044,635;0,00012382
37104,635;0,00012381
37167,340;0,00012393
37225,340;0,00012377
37285,340;0,0001238
37344,845;0,00012387
37404,845;0,00012377
37464,510;0,00012367
37524,510;0,00012369
37584,219;0,00012372
37644,219;0,00012368
37704,866;0,00012372
37764,866;0,00012392
37824,569;0,000124
37884,569;0,00012384
37944,224;0,00012366
38004,224;0,00012359
38063,904;0,00012353
38123,904;0,00012355
38183,584;0,00012361
38243,584;0,00012359
38304,260;0,00012356
38364,260;0,00012349
38423,947;0,00012344
38483,947;0,00012338
38543,651;0,00012337
38603,651;0,00012329
38665,295;0,00012326
38723,295;0,00012323
38783,295;0,00012334
38842,850;0,00012389
38902,850;0,00012427
38963,495;0,0001246
39023,495;0,000125
39083,176;0,000125
39143,176;0,00012478
39202,885;0,00012473
39262,885;0,00012489
39322,532;0,00012483
39382,532;0,00012514
39442,511;0,0001256
39502,511;0,00012549
39563,188;0,0001252
39623,188;0,00012536
39682,870;0,00012572
39742,870;0,00012551
39802,547;0,00012516
39862,547;0,00012507
39922,226;0,0001254
39982,226;0,00012542
40041,905;0,00012512
40101,905;0,00012518
40161,585;0,00012533
40221,585;0,00012561
40281,585;0,00012568
40342,100;0,00012618
40402,100;0,00012709
40461,781;0,00012842
40521,781;0,00013037
40581,459;0,00013099
40641,459;0,00013093
40702,142;0,00013088
40762,142;0,00013053
40820,818;0,00013052
40880,818;0,00013051
40941,497;0,00013068
41001,497;0,00013067
41061,203;0,00013048
41121,203;0,00013072
41180,854;0,00013083
41240,854;0,00013103
41301,531;0,0001316
41361,531;0,00013187
41422,207;0,00013195
41480,207;0,00013202
41542,884;0,00013191
41600,884;0,00013174
41660,570;0,00013163
41720,570;0,00013146
41780,570;0,00013121
41840,087;0,00013101
41900,087;0,00013071
41960,766;0,00013077
42020,766;0,0001316
42080,444;0,00013275
42140,444;0,00013305
42200,123;0,00013253
42260,123;0,00013226
42319,834;0,00013213
42379,834;0,00013205
42439,481;0,00013186
42499,481;0,00013158
42560,168;0,00013153
42620,168;0,00013178
42679,847;0,00013208
42739,847;0,00013201
42799,518;0,00013189
42859,518;0,00013192
42919,197;0,00013186
42979,197;0,00013183
43038,905;0,00013178
43098,905;0,00013194
43159,553;0,00013226
43218,553;0,00013225
43278,553;0,00013218
43339,071;0,00013229
43399,071;0,00013229
43458,752;0,00013209
43518,752;0,00013206
43578,430;0,00013213
43638,430;0,0001323
43699,109;0,00013218
43759,109;0,00013192
43818,787;0,00013185
43878,787;0,00013206
43938,499;0,00013234
43998,499;0,00013223
44058,168;0,00013211
44118,168;0,00013203
44177,824;0,00013187
44237,824;0,00013199
44298,503;0,00013201
44358,503;0,00013141
44418,189;0,0001311
44478,189;0,00013109
44537,893;0,00013118
44597,893;0,00013174
44658,537;0,0001321
44718,537;0,0001319
44778,537;0,0001317
44838,058;0,00013178
44898,058;0,00013254
44957,735;0,00013332
45017,735;0,00013349
45077,415;0,00013386
45137,415;0,00013412
45197,097;0,00013385
45257,097;0,00013392
45316,775;0,00013412
45376,775;0,00013413
45437,454;0,00013451
45497,454;0,00013454
45557,130;0,00013391
45617,130;0,00013383
45676,809;0,0001339
45736,809;0,00013361
45796,489;0,00013348
45856,489;0,00013321
45916,168;0,00013315
45976,168;0,0001334
46036,845;0,00013338
46096,845;0,00013341
46156,524;0,00013344
46216,524;0,00013288
46276,524;0,00013276
46336,043;0,00013306
46396,043;0,00013317
46455,722;0,00013334
46515,722;0,00013344
46576,400;0,00013364
46636,400;0,00013378
46695,821;0,00013362
46755,821;0,00013313
46815,469;0,00013287
46875,469;0,00013327
46935,148;0,00013342
46995,148;0,00013325
47055,827;0,00013343
47115,827;0,00013364
47175,534;0,00013348
47235,534;0,00013328
47295,184;0,00013318
47355,184;0,00013304
47414,892;0,00013305
47474,892;0,0001336
47534,579;0,00013409
47594,579;0,00013415
47660,207;0,00013433
47715,207;0,00013396
47775,207;0,00013362
47834,739;0,00013367
47894,739;0,00013375
47954,418;0,00013417
48014,418;0,00013445
48074,097;0,00013456
48134,097;0,00013456
48194,775;0,00013432
48254,775;0,0001342
48314,466;0,00013437
48374,466;0,00013425
48434,166;0,00013385
48494,166;0,00013418
48553,813;0,00013427
48613,813;0,00013397
48673,523;0,00013399
48733,523;0,00013407
48794,169;0,0001339
48854,169;0,00013294
48913,848;0,00013303
48973,848;0,00013386
49033,528;0,00013347
49093,528;0,00013295
49156,198;0,00013232
49214,198;0,00013217
49274,198;0,00013292
49333,724;0,00013325
49393,724;0,00013308
49453,403;0,00013296
49513,403;0,00013274
49573,081;0,00013217
49633,081;0,00013216
49692,761;0,00013264
49752,761;0,00013282
49812,459;0,0001329
49872,459;0,00013276
49933,117;0,00013258
49993,117;0,00013279
50052,796;0,00013291
50112,796;0,00013235
50172,476;0,00013167
50232,476;0,00013192
50292,155;0,00013194
50352,155;0,00013172
50411,835;0,00013174
50471,835;0,00013168
50533,509;0,00013187
50592,509;0,00013229
50652,509;0,00013258
50712,031;0,00013243
50772,031;0,00013221
50831,744;0,00013224
50891,744;0,00013234
50951,397;0,00013237
51011,397;0,00013244
51072,066;0,00013216
51132,066;0,00013178
51191,746;0,00013189
51251,746;0,00013212
51311,424;0,00013222
51371,424;0,00013209
51431,105;0,00013213
51491,105;0,00013221
51550,814;0,00013204
51610,814;0,00013213
51671,460;0,00013221
51731,460;0,00013219
51791,171;0,00013195
51851,171;0,00013149
51910,819;0,00013096
51970,819;0,00013128
52032,510;0,00013206
52090,510;0,00013247
52150,510;0,00013266
52210,046;0,00013263
52270,046;0,00013264
52330,695;0,00013266
52390,695;0,00013282
52450,400;0,00013304
52510,400;0,00013325
52570,075;0,0001335
52630,075;0,00013396
52689,759;0,00013424
52749,759;0,00013391
52810,409;0,00013346
52870,409;0,00013361
52930,098;0,00013425
52990,098;0,00013402
53049,793;0,00013318
53109,793;0,00013304
53169,448;0,00013343
53229,448;0,00013319
53289,155;0,00013177
53349,155;0,00013117
53409,804;0,00013172
53469,804;0,0001323
53529,484;0,00013299
53589,484;0,00013324
53649,484;0,00013392
53709,002;0,00013404
53769,002;0,00013289
53828,681;0,00013202
53888,681;0,0001308
53949,358;0,00012978
54009,358;0,00013038
54069,042;0,00013114
54129,042;0,00013295
54188,748;0,00013479
54248,748;0,00013466
54308,396;0,00013413
54368,396;0,00013406
54428,075;0,00013412
54488,075;0,00013431
54548,753;0,00013239
54608,753;0,00013085
54668,462;0,00013131
54728,462;0,00013071
54788,111;0,00013113
54848,111;0,00013171
54908,788;0,00013168
54967,788;0,00013175
55027,788;0,00013159
55087,320;0,0001317
55147,320;0,00013205
55207,986;0,0001323
55267,986;0,00013191
55327,665;0,00013171
55387,665;0,00013211
55447,367;0,00013258
55507,367;0,00013284
55567,023;0,00013333
55627,023;0,00013362
55686,704;0,00013329
55746,704;0,00013307
55807,380;0,00013333
55867,380;0,00013389
55927,071;0,00013406
55987,071;0,0001337
56046,738;0,00013321
56106,738;0,00013326
56166,418;0,00013361
56226,418;0,00013377
56286,098;0,00013368
56346,098;0,00013386
56408,769;0,00013378
56466,769;0,0001329
56526,769;0,00013299
56586,303;0,00013368
56646,303;0,00013324
56705,973;0,00013343
56765,973;0,00013352
56826,650;0,00013352
56886,650;0,00013409
56946,329;0,00013398
57005,329;0,00013368
57066,008;0,00013323
57126,008;0,00013345
57185,688;0,00013347
57245,688;0,00013285
57305,392;0,00013201
57365,392;0,00013275
57426,044;0,00013398
57486,044;0,00013361
57545,733;0,00013318
57605,733;0,00013283
57665,402;0,00013288
57725,402;0,00013249
57785,082;0,00013228
57845,082;0,00013266
57905,760;0,00013229
57965,760;0,00013366
58025,760;0,00013481
58085,278;0,00013418
58145,278;0,00013449
58204,988;0,0001338
58264,988;0,00013264
58324,637;0,00013202
58384,637;0,00013141
58444,339;0,00013206
58504,339;0,00013257
58564,994;0,00013235
58624,994;0,00013238
58684,672;0,00013201
58744,672;0,0001307
58804,356;0,00013023
58864,356;0,00013044
58924,030;0,00013047
58984,030;0,00013081
59043,741;0,00013054
59103,741;0,00013063
59163,421;0,00013059
59223,421;0,00013009
59284,088;0,00013042
59343,088;0,00013062
59404,088;0,00013052
59463,608;0,00013013
59523,608;0,00012956
59583,296;0,00012956
59643,296;0,00012967
59702,943;0,00012917
59762,943;0,00012844
59823,621;0,00012872
59883,621;0,00012955
59943,299;0,00012957
60003,299;0,00012938
60063,003;0,00012957
60123,003;0,00013003
60182,690;0,0001306
60242,690;0,00013093
60303,337;0,00013025
60363,337;0,00012955
60423,014;0,00012983
60483,014;0,00012994
60542,723;0,00013015
60602,723;0,00013094
60662,405;0,00013153
60722,405;0,00013143
60782,053;0,00013064
60842,053;0,00013034
60902,053;7,8179E-05
61321,607;3,166E-09
61381,607;3,056E-09
61442,296;3,0952E-09
61502,296;3,1975E-09
61561,964;3,299E-09
61621,964;3,3459E-09
61681,674;3,2205E-09
61741,674;3,0406E-09
61801,323;3,033E-09
61861,323;3,1114E-09
61921,002;3,033E-09
61981,002;3,0091E-09
62041,679;3,1421E-09
62101,679;3,2282E-09
62161,358;3,3229E-09
62221,358;3,1344E-09
62281,038;2,9776E-09
62341,038;2,9776E-09
62401,038;3,0168E-09
62460,556;3,1268E-09
62520,556;3,0952E-09
62581,234;3,1114E-09
62641,234;3,0253E-09
62700,941;3,1029E-09
62760,941;3,166E-09
62820,625;3,0168E-09
62880,625;2,9307E-09
62940,271;3,1191E-09
63000,271;3,3621E-09
63059,950;3,1583E-09
63119,950;3,0091E-09
63180,628;3,2367E-09
63240,628;3,0799E-09
63300,307;2,9622E-09
63360,307;2,8684E-09
63420,015;2,7746E-09
63480,015;2,8292E-09
63544,652;2,813E-09
63599,652;3,1583E-09
63662,337;3,166E-09
63720,337;2,7431E-09
63780,337;2,6331E-09
63839,862;2,8445E-09
63899,862;3,0014E-09
63959,570;3,0168E-09
64019,570;2,8761E-09
64079,252;2,6646E-09
64139,252;2,5862E-09
64198,930;2,6101E-09
64258,930;2,7354E-09
