#multi:
;masa A;;masa B;;masa C;;masa D;;masa E;;masa F;;
t;x;y;x;y;x;y;x;y;x;y;x;y;
0,000000E0;5,957978E-5;-4,528784E-5;5,828796E-5;4,431768E-6;-2,497134E-6;-1,658005E-5;1,655340E-5;-7,760140E-5;-1,555140E-5;1,512913E-5;2,818638E-5;-4,594297E-5
6,666222E-2;6,025046E-5;-4,552537E-5;5,917490E-5;4,204546E-6;-1,820005E-6;-1,679886E-5;1,735273E-5;-7,770741E-5;-1,498059E-5;1,507767E-5;2,819415E-5;-4,593824E-5
1,333244E-1;6,103577E-5;-4,568974E-5;6,005649E-5;3,954995E-6;-9,784249E-7;-1,718858E-5;1,809451E-5;-7,782380E-5;-1,431084E-5;1,480431E-5;2,818485E-5;-4,593797E-5
1,999867E-1;6,171932E-5;-4,568351E-5;6,083286E-5;3,894279E-6;-1,388257E-7;-1,734728E-5;1,876621E-5;-7,816139E-5;-1,383737E-5;1,458078E-5;2,817757E-5;-4,593568E-5
2,666489E-1;6,239917E-5;-4,588853E-5;6,145486E-5;3,785238E-6;4,385802E-7;-1,758418E-5;1,972886E-5;-7,831105E-5;-1,318787E-5;1,420951E-5;2,817068E-5;-4,594157E-5
3,333111E-1;6,315597E-5;-4,611919E-5;6,221931E-5;3,523847E-6;1,190965E-6;-1,786900E-5;2,057418E-5;-7,852984E-5;-1,261241E-5;1,413559E-5;2,817643E-5;-4,595361E-5
3,999733E-1;6,392184E-5;-4,627862E-5;6,301871E-5;3,387238E-6;1,943610E-6;-1,815856E-5;2,141301E-5;-7,884798E-5;-1,197979E-5;1,407945E-5;2,820941E-5;-4,595546E-5
4,666356E-1;6,474002E-5;-4,623773E-5;6,383462E-5;3,195687E-6;2,894553E-6;-1,840424E-5;2,242009E-5;-7,930545E-5;-1,119516E-5;1,393185E-5;2,821670E-5;-4,595650E-5
5,332978E-1;6,571424E-5;-4,657527E-5;6,473757E-5;2,774564E-6;3,806536E-6;-1,858633E-5;2,324503E-5;-7,962381E-5;-1,056758E-5;1,384141E-5;2,819965E-5;-4,593696E-5
5,999600E-1;6,673817E-5;-4,684747E-5;6,558920E-5;2,545047E-6;5,101260E-6;-1,871632E-5;2,418636E-5;-7,997748E-5;-9,569181E-6;1,373075E-5;2,822004E-5;-4,597317E-5
6,666222E-1;6,800677E-5;-4,711411E-5;6,658639E-5;2,312994E-6;6,121183E-6;-1,916119E-5;2,513213E-5;-8,038626E-5;-8,620258E-6;1,341418E-5;2,820709E-5;-4,596217E-5
7,332844E-1;6,923382E-5;-4,737518E-5;6,746186E-5;1,918350E-6;7,206584E-6;-1,946915E-5;2,646457E-5;-8,071956E-5;-7,440205E-6;1,296115E-5;2,822553E-5;-4,594986E-5
7,999467E-1;7,030840E-5;-4,769879E-5;6,844847E-5;1,711305E-6;8,183758E-6;-1,972072E-5;2,758282E-5;-8,104334E-5;-6,326647E-6;1,249229E-5;2,820430E-5;-4,594898E-5
8,666089E-1;7,323800E-5;-4,819964E-5;7,078204E-5;1,165887E-6;1,072198E-5;-2,009149E-5;3,019491E-5;-8,172557E-5;-4,041545E-6;1,179446E-5;2,821105E-5;-4,594812E-5
9,332711E-1;7,471413E-5;-4,839139E-5;7,214811E-5;9,952714E-7;1,193585E-5;-2,038867E-5;3,143736E-5;-8,188020E-5;-2,667048E-6;1,168265E-5;2,821670E-5;-4,597813E-5
9,999333E-1;7,603363E-5;-4,867145E-5;7,346705E-5;7,633264E-7;1,314579E-5;-2,059035E-5;3,273059E-5;-8,208911E-5;-1,322362E-6;1,167761E-5;2,821218E-5;-4,595379E-5
