#multi:
;masa A;;masa B;;masa C;;masa D;;
t;x;y;x;y;x;y;x;y;
0.000000E0;6.445795E-5;4.514815E-5;6.239286E-5;1.134963E-4;6.845449E-5;1.094383E-4;8.784000E-5;1.028256E-4
6.666222E-2;6.445816E-5;4.507417E-5;6.242827E-5;1.134671E-4;6.849842E-5;1.093875E-4;8.790917E-5;1.029850E-4
1.333244E-1;6.445354E-5;4.511165E-5;6.203901E-5;1.140823E-4;6.849346E-5;1.094135E-4;8.799199E-5;1.031438E-4
1.999867E-1;6.445080E-5;4.511793E-5;6.239351E-5;1.132615E-4;6.842868E-5;1.093985E-4;8.816525E-5;1.032298E-4
2.666489E-1;6.445391E-5;4.511809E-5;6.239286E-5;1.134963E-4;6.843677E-5;1.094318E-4;8.831423E-5;1.032249E-4
3.333111E-1;6.444744E-5;4.511768E-5;6.290689E-5;1.134432E-4;6.850235E-5;1.094617E-4;8.850479E-5;1.032836E-4
3.999733E-1;6.444983E-5;4.511578E-5;6.297354E-5;1.131797E-4;6.847659E-5;1.094346E-4;8.872265E-5;1.032584E-4
4.666356E-1;6.444889E-5;4.511787E-5;6.310443E-5;1.135097E-4;6.845956E-5;1.094036E-4;8.869917E-5;1.031817E-4
5.332978E-1;6.444781E-5;4.511693E-5;6.304733E-5;1.133890E-4;6.848465E-5;1.093134E-4;8.867741E-5;1.032590E-4
5.999600E-1;6.444956E-5;4.511593E-5;6.308850E-5;1.134622E-4;6.846435E-5;1.092330E-4;8.870532E-5;1.031628E-4
6.666222E-1;6.445016E-5;4.511602E-5;6.310477E-5;1.134209E-4;6.845885E-5;1.093501E-4;8.867726E-5;1.031148E-4
7.332844E-1;6.445234E-5;4.511707E-5;6.297354E-5;1.131797E-4;6.840309E-5;1.093415E-4;8.864680E-5;1.030130E-4
7.999467E-1;6.445107E-5;4.511665E-5;6.275131E-5;1.131486E-4;6.826596E-5;1.091885E-4;8.840111E-5;1.030445E-4
8.666089E-1;6.445256E-5;4.511677E-5;6.262043E-5;1.131270E-4;6.819355E-5;1.090648E-4;8.831976E-5;1.028615E-4
9.332711E-1;6.445380E-5;4.511523E-5;6.247134E-5;1.128332E-4;6.807084E-5;1.089195E-4;8.815592E-5;1.027127E-4
9.999333E-1;6.444779E-5;4.511903E-5;6.231044E-5;1.125963E-4;6.803910E-5;1.086455E-4;8.793042E-5;1.026928E-4
1.066596E0;6.445204E-5;4.511572E-5;6.209843E-5;1.124304E-4;6.786555E-5;1.084091E-4;8.788622E-5;1.027001E-4
1.133258E0;6.445061E-5;4.511707E-5;6.195933E-5;1.123151E-4;6.777828E-5;1.082984E-4;8.766700E-5;1.026264E-4
1.199920E0;6.445143E-5;4.511586E-5;6.176382E-5;1.121270E-4;6.771079E-5;1.081523E-4;8.754419E-5;1.025138E-4
1.266582E0;6.445101E-5;4.511928E-5;6.166615E-5;1.119111E-4;6.757789E-5;1.078616E-4;8.733914E-5;1.023752E-4
1.333244E0;6.445104E-5;4.511709E-5;6.118819E-5;1.110541E-4;6.723391E-5;1.073000E-4;8.729922E-5;1.019780E-4
1.399907E0;6.445260E-5;4.511960E-5;6.106887E-5;1.107484E-4;6.721357E-5;1.070189E-4;8.714044E-5;1.018106E-4
1.466569E0;6.445379E-5;4.511784E-5;6.107284E-5;1.104832E-4;6.703270E-5;1.067722E-4;8.717360E-5;1.014724E-4
1.533231E0;6.445511E-5;4.511878E-5;6.097985E-5;1.102188E-4;6.683956E-5;1.064773E-4;8.715927E-5;1.012075E-4
1.599893E0;6.445379E-5;4.511685E-5;6.065341E-5;1.097562E-4;6.667612E-5;1.060383E-4;8.704660E-5;1.008080E-4
1.666556E0;6.459857E-5;4.501201E-5;6.063139E-5;1.095599E-4;6.657019E-5;1.057438E-4;8.694299E-5;1.004994E-4
1.733218E0;6.445280E-5;4.511527E-5;6.054602E-5;1.092184E-4;6.643187E-5;1.053403E-4;8.676166E-5;1.001792E-4
1.799880E0;6.445344E-5;4.511507E-5;6.044106E-5;1.089047E-4;6.624052E-5;1.047944E-4;8.656068E-5;9.975472E-5
1.866542E0;6.445303E-5;4.511420E-5;6.025116E-5;1.085921E-4;6.606851E-5;1.044269E-4;8.642237E-5;9.943870E-5
1.933204E0;6.445262E-5;4.511198E-5;6.008238E-5;1.083047E-4;6.596132E-5;1.040194E-4;8.650885E-5;9.899440E-5
1.999867E0;6.445243E-5;4.511487E-5;6.011828E-5;1.078235E-4;6.578342E-5;1.035057E-4;8.635291E-5;9.834694E-5
2.066529E0;6.445313E-5;4.511728E-5;5.989211E-5;1.073711E-4;6.561872E-5;1.029416E-4;8.607051E-5;9.786035E-5
